5000 7.725651502609253 1
10000 30.610363245010376 1
15000 65.57662963867188 1
20000 115.55595231056213 1
25000 176.94621443748474 1
30000 253.69253277778625 1
35000 351.8153111934662 1
40000 460.07703399658203 1
45000 577.8039338588715 1
50000 707.7474973201752 1
55000 849.6854472160339 1
60000 1010.402768611908 1
65000 1197.2225031852722 1
70000 1398.3912241458893 1
5000 8.892051696777344 1
10000 29.572466135025024 1
15000 63.9791944026947 1
20000 116.95211696624756 1
25000 178.44883227348328 1
30000 252.9083240032196 1
35000 352.71781492233276 1
40000 461.02112913131714 1
45000 581.0829019546509 1
50000 709.2110998630524 1
55000 852.1847214698792 1
60000 1016.7239468097687 1
65000 1191.860051393509 1
70000 1400.358985900879 1
5000 9.030091762542725 1
10000 30.13572096824646 1
15000 63.235575437545776 1
20000 116.74353694915771 1
25000 180.19017148017883 1
30000 255.55274605751038 1
35000 354.82921051979065 1
40000 463.43999338150024 1
45000 577.1786215305328 1
50000 710.1447098255157 1
55000 851.8155100345612 1
60000 1013.7918162345886 1
65000 1200.9269440174103 1
70000 1409.4550926685333 1
5000 8.975096225738525 1
10000 28.99887228012085 1
15000 63.494648456573486 1
20000 115.10893845558167 1
25000 177.4236545562744 1
30000 256.7015082836151 1
35000 355.3986265659332 1
40000 460.0155599117279 1
45000 582.1150426864624 1
50000 705.53773188591 1
55000 846.3388204574585 1
60000 1006.6915333271027 1
65000 1199.2861640453339 1
70000 1411.4345083236694 1
5000 8.955707550048828 1
10000 29.806379795074463 1
15000 64.97632789611816 1
20000 116.72783637046814 1
25000 180.82808351516724 1
30000 253.0776515007019 1
35000 352.45828890800476 1
40000 463.2197654247284 1
45000 580.4958157539368 1
50000 710.3766396045685 1
55000 853.9811737537384 1
60000 1015.1961810588837 1
65000 1194.7664034366608 1
70000 1412.4427647590637 1
5000 10.135239362716675 1
10000 29.927454948425293 1
15000 65.05922627449036 1
20000 118.68730735778809 1
25000 175.8164873123169 1
30000 252.63120889663696 1
35000 356.8459610939026 1
40000 463.71166586875916 1
45000 581.9118692874908 1
50000 711.9929947853088 1
55000 848.8916733264923 1
60000 1008.6363565921783 1
65000 1198.453783273697 1
70000 1405.2056131362915 1
5000 8.899633884429932 1
10000 29.601041078567505 1
15000 63.696900367736816 1
20000 116.42801332473755 1
25000 177.88264322280884 1
30000 252.85501623153687 1
35000 348.75058007240295 1
40000 464.3129532337189 1
45000 580.5565733909607 1
50000 711.356113910675 1
55000 850.0201454162598 1
60000 1014.8006763458252 1
65000 1205.1619157791138 1
70000 1411.6279294490814 1
5000 9.681285858154297 1
