5000 6.298184394836426
10000 25.32316017150879
15000 55.94028878211975
20000 99.40793561935425
25000 155.95180439949036
30000 219.8261821269989
35000 310.80633544921875
40000 401.79659700393677
45000 504.4447982311249
50000 618.4227027893066
55000 751.0676612854004
60000 889.4090507030487
65000 1049.138279914856
70000 1222.7797977924347
5000 6.38438081741333
10000 25.35666251182556
15000 56.01795816421509
20000 99.93444204330444
25000 154.39187788963318
30000 224.6155879497528
35000 307.3796901702881
40000 403.94441413879395
45000 502.53868222236633
50000 623.342919588089
55000 755.18856549263
60000 886.0829646587372
65000 1037.8962833881378
70000 1213.121402978897
5000 6.742533445358276
10000 26.94061279296875
15000 56.023608684539795
20000 100.39766526222229
25000 153.32029128074646
30000 220.68094563484192
35000 303.79623436927795
40000 400.426340341568
45000 500.3447608947754
50000 622.9927108287811
55000 742.6133990287781
60000 893.9982147216797
65000 1032.9845662117004
70000 1226.2543756961823
5000 6.259474277496338
10000 25.49121379852295
15000 56.29390501976013
20000 100.60140442848206
25000 153.8923418521881
30000 221.3326075077057
35000 303.7153067588806
40000 403.20306944847107
45000 503.19760251045227
50000 626.9542071819305
55000 744.5483272075653
60000 898.9844110012054
65000 1034.7074012756348
70000 1220.2394063472748
5000 6.397273778915405
10000 25.340643882751465
15000 56.329033851623535
20000 99.95329189300537
25000 158.5327548980713
30000 222.22546768188477
35000 302.51076912879944
40000 399.24695467948914
45000 502.8719184398651
50000 618.8522465229034
55000 751.7294917106628
60000 892.0023965835571
65000 1038.3780872821808
70000 1220.6668355464935
5000 6.660765647888184
10000 24.919842004776
15000 55.30397295951843
20000 99.5540840625763
25000 155.56092596054077
30000 225.23112082481384
35000 305.9634165763855
40000 401.510142326355
45000 503.8071973323822
50000 627.7708079814911
55000 747.2052795886993
60000 888.4068369865417
65000 1040.157084941864
70000 1213.1410884857178
5000 6.212145805358887
10000 25.5229070186615
15000 56.80536508560181
20000 99.97415351867676
25000 153.6649603843689
30000 220.51166415214539
35000 305.84894466400146
40000 401.97631907463074
45000 508.4677903652191
50000 625.5350501537323
55000 746.5080637931824
60000 885.5456657409668
65000 1038.2633340358734
70000 1214.8453979492188
5000 6.799664258956909
10000 25.31903886795044
15000 55.75367856025696
20000 99.85841155052185
25000 155.10203957557678
30000 222.82879447937012
35000 305.9903540611267
40000 403.09317898750305
45000 509.1706383228302
50000 626.9556362628937
55000 751.5485939979553
60000 889.6984589099884
65000 1039.6459419727325
70000 1209.0929594039917
5000 6.498878717422485
10000 24.92305636405945
15000 55.968666076660156
20000 99.36919093132019
25000 155.42571997642517
30000 220.28148412704468
35000 304.65924406051636
40000 400.51477670669556
