5000 6.261791467666626 4900
10000 24.08079743385315 9900
15000 52.830862045288086 14900
20000 96.68497061729431 19900
25000 147.8875503540039 24900
30000 208.74816513061523 29900
35000 292.4788944721222 34900
40000 377.400053024292 39900
45000 484.53895115852356 44900
50000 597.8365182876587 49900
55000 705.1722729206085 54900
60000 839.0090069770813 59900
65000 999.3054239749908 64900
70000 1164.9810214042664 69900
5000 6.066530227661133 4900
10000 23.641740560531616 9900
15000 53.587719202041626 14900
20000 92.94005250930786 19900
25000 155.52585244178772 24900
30000 210.62211632728577 29900
35000 284.16589522361755 34900
40000 383.316712141037 39900
45000 467.34145283699036 44900
50000 578.3058066368103 49900
55000 699.1194233894348 54900
60000 855.2909555435181 59900
65000 988.4460828304291 64900
70000 1172.6777021884918 69900
5000 6.3209333419799805 4900
10000 23.844252347946167 9900
15000 54.447470903396606 14900
20000 94.03878617286682 19900
25000 146.39620518684387 24900
30000 215.34071612358093 29900
35000 288.77468252182007 34900
40000 372.27623295783997 39900
45000 481.1732425689697 44900
50000 582.9664282798767 49900
55000 706.3865666389465 54900
60000 852.5106830596924 59900
65000 998.9172110557556 64900
70000 1137.1722722053528 69900
5000 6.103577375411987 4900
10000 23.72317409515381 9900
15000 52.64092445373535 14900
20000 95.67074608802795 19900
25000 144.26378726959229 24900
30000 214.1952292919159 29900
35000 287.31756687164307 34900
40000 368.7708685398102 39900
45000 471.3472373485565 44900
50000 579.420562505722 49900
55000 720.6810297966003 54900
60000 854.1886291503906 59900
65000 996.5884764194489 64900
70000 1160.4298915863037 69900
5000 6.229780912399292 4900
10000 23.681511402130127 9900
15000 54.11860632896423 14900
20000 96.39570474624634 19900
5000 5.668520450592041 4900
10000 22.365546226501465 9900
15000 49.453054428100586 14900
20000 88.52886438369751 19900
25000 137.4300320148468 24900
30000 199.69722080230713 29900
35000 266.9040093421936 34900
40000 349.4661297798157 39900
45000 440.27505350112915 44900
50000 548.1281049251556 49900
55000 661.2766172885895 54900
60000 783.3685710430145 59900
65000 917.1737697124481 64900
70000 1066.0599520206451 69900
5000 5.708049774169922 4900
10000 22.93418025970459 9900
15000 49.58334732055664 14900
20000 87.9863829612732 19900
25000 136.77131748199463 24900
30000 197.27940821647644 29900
35000 268.1913146972656 34900
40000 349.55725741386414 39900
45000 440.82549118995667 44900
50000 543.5360968112946 49900
55000 658.0064587593079 54900
60000 783.9399127960205 59900
65000 922.7719368934631 64900
70000 1067.4160726070404 69900
5000 5.692878007888794 4900
10000 22.078863859176636 9900
15000 49.881503105163574 14900
20000 87.81668138504028 19900
25000 135.82047629356384 24900
30000 197.26368927955627 29900
35000 267.67714071273804 34900
40000 351.2040505409241 39900
45000 442.6779713630676 44900
50000 545.7084023952484 49900
55000 660.6861717700958 54900
60000 782.1065595149994 59900
65000 923.8812177181244 64900
70000 1072.6382625102997 69900
5000 5.769103765487671 4900
10000 22.323286294937134 9900
15000 50.11665368080139 14900
20000 87.85315012931824 19900
25000 136.58198857307434 24900
30000 198.1703760623932 29900
35000 272.38430547714233 34900
40000 349.6684811115265 39900
45000 444.76040267944336 44900
50000 571.5126438140869 49900
55000 658.794335603714 54900
60000 782.4500434398651 59900
65000 920.4554734230042 64900
70000 1064.6474649906158 69900
5000 5.720472097396851 4900
10000 22.48431706428528 9900
15000 50.01692175865173 14900
20000 88.7179102897644 19900
25000 137.18292927742004 24900
30000 197.85254287719727 29900
35000 266.7608151435852 34900
40000 349.6519331932068 39900
45000 442.49807238578796 44900
50000 546.6932692527771 49900
55000 657.6055850982666 54900
60000 788.0911588668823 59900
65000 919.7544848918915 64900
70000 1066.5527725219727 69900
5000 6.010352849960327 4900
10000 23.447885751724243 9900
15000 49.55045461654663 14900
20000 88.4476900100708 19900
25000 136.77140831947327 24900
30000 197.65129160881042 29900
35000 268.9757912158966 34900
40000 350.53986382484436 39900
45000 442.19946908950806 44900
50000 544.9731643199921 49900
55000 659.1541266441345 54900
60000 784.7846176624298 59900
65000 920.1119062900543 64900
70000 1069.535583972931 69900
5000 5.627752065658569 4900
10000 22.342952728271484 9900
15000 49.167203426361084 14900
20000 87.60377526283264 19900
25000 136.5045464038849 24900
30000 195.5403048992157 29900
35000 266.2899434566498 34900
40000 350.95867466926575 39900
45000 443.88725543022156 44900
50000 546.1817729473114 49900
55000 661.9910345077515 54900
60000 785.1594381332397 59900
65000 924.2818462848663 64900
70000 1071.0384182929993 69900
5000 5.692463397979736 4900
10000 22.61941957473755 9900
15000 50.02475929260254 14900
20000 88.56943678855896 19900
25000 137.58342146873474 24900
30000 197.247793674469 29900
35000 267.07660961151123 34900
40000 349.77127051353455 39900
45000 442.50076055526733 44900
50000 545.9453938007355 49900
55000 664.6432793140411 54900
60000 786.3816571235657 59900
65000 919.1597363948822 64900
70000 1063.0528535842896 69900
5000 5.87966251373291 4900
10000 21.923144340515137 9900
15000 50.26889228820801 14900
20000 88.80834364891052 19900
25000 143.64751434326172 24900
30000 196.1357889175415 29900
35000 267.73919773101807 34900
40000 347.6698911190033 39900
25000 149.03922247886658 24900
